actorid,name,sex
29644,"Allen, David (V)",M
29646,"Allen, David (XI)",M
29680,"Allen, Dean (I)",M
29699,"Allen, Derek 'DOA'",M
29726,"Allen, Donald V.",M
29729,"Allen, Doug (II)",M
29758,"Allen, Ed (I)",M
29760,"Allen, Eddie (I)",M
29762,"Allen, Eddie (III)",M
29771,"Allen, Edward (IV)",M
29772,"Allen, Edward (V)",M
29806,"Allen, Fletcher",M
29822,"Allen, Frederick (II)",M
29828,"Allen, G.Z.",M
29835,"Allen, Gary (I)",M
29853,"Allen, Gene 'Groove'",M
29855,"Allen, Gene (II)",M
29873,"Allen, Gilbert",M
29908,"Allen, Harold (II)",M
29912,"Allen, Harry (I)",M
29920,"Allen, Henry 'Red'",M
29921,"Allen, Henry (I)",M
29930,"Allen, Hugh (I)",M
29939,"Allen, Ian (X)",M
29943,"Allen, Irvin",M
29944,"Allen, Irvine",M
29947,"Allen, Ivan (I)",M
29977,"Allen, James (IV)",M
29978,"Allen, James (X)",M
29992,"Allen, James Robert",M
29995,"Allen, James W.",M
30005,"Allen, Jason (I)",M
30040,"Allen, Jeffrey (I)",M
30079,"Allen, Joe (I)",M
30086,"Allen, Joel (I)",M
30089,"Allen, Joey (I)",M
30121,"Allen, John E.",M
30122,"Allen, John Edward",M
30197,"Allen, Keith (I)",M
30199,"Allen, Keith (IV)",M
30209,"Allen, Kenneth S.",M
30221,"Allen, Kevin (I)",M
30268,"Allen, Lee (I)",M
30274,"Allen, LeRoy",M
30296,"Allen, Lloyd (V)",M
30315,"Allen, MacKenzie (I)",M
30343,"Allen, Mark (VII)",M
30347,"Allen, Mark (XV)",M
30355,"Allen, Mark S.",M
30389,"Allen, Mel (I)",M
30392,"Allen, Melvin F.",M
30400,"Allen, Michael (VIII)",M
30420,"Allen, Michael Jason",M
30445,"Allen, Mike (XXIV)",M
30503,"Allen, Patrick (I)",M
30511,"Allen, Patrick W.",M
30540,"Allen, Peter (VI)",M
30552,"Allen, Phil (I)",M
30556,"Allen, Phillip (II)",M
30559,"Allen, Phillip R.",M
30576,"Allen, Ray (V)",M
30587,"Allen, Rex (I)",M
30596,"Allen, Richard (V)",M
30598,"Allen, Richard (VII)",M
30615,"Allen, Richard V. (I)",M
30648,"Allen, Robert (VI)",M
30649,"Allen, Robert (XII)",M
30692,"Allen, Ronald",M
30715,"Allen, Sam (I)",M
30736,"Allen, Scott (II)",M
30757,"Allen, Sean Michael",M
30760,"Allen, Seth (I)",M
30784,"Allen, Sid",M
30786,"Allen, Simon (IV)",M
30791,"Allen, Sonny (II)",M
30804,"Allen, Steve (I)",M
30877,"Allen, Tim (I)",M
30890,"Allen, Timothy (I)",M
30900,"Allen, Todd (I)",M
30917,"Allen, Tommy (I)",M
30957,"Allen, Tyrees",M
30959,"Allen, Vance",M
30983,"Allen, Weldon",M
31015,"Allen, Woody",M
31071,"Allende, Gonzalo",M
31085,"Allende, Salvador",M
31093,"Allendorfer, John",M
31133,"Allerson, Alexander",M
31164,"Alleva, Luke",M
31203,"Alley, Tom (I)",M
31210,"Alleyn, Derek",M
31246,"Allf, George W.",M
31247,"Allford, Roger",M
31330,"Alliger, Richard",M
31345,"Allin, Eugene",M
31375,"Allinson, Michael (I)",M
31382,"Allio, Pascal",M
31417,"Allison, Bart",M
31426,"Allison, Bill (I)",M
31460,"Allison, Don",M
31463,"Allison, Drew (I)",M
31471,"Allison, Frankie J.",M
31537,"Allison, Ralph",M
31538,"Allison, Ray",M
31566,"Allison, Stephen (III)",M
31596,"Alliston, Lee",M
31631,"Allman, Ross",M
31636,"Allman, Sheldon",M
31650,"Allmon, Clinton",M
31652,"Allmond, John",M
31672,"Allodi, James",M
31702,"Allore, Jonathan",M
31751,"Allport, Chris M.",M
31758,"Allpress, Bruce",M
31772,"Allred, Corbin",M
31794,"Allred, Mike",M
31806,"Allsberry, David",M
31866,"Allum, Andrew",M
31874,"Allums, Jeffrey",M
31889,"Allwine, Wayne",M
31926,"Allyn, Rob (I)",M
31930,"Allyn, Robin",M
32098,"Almanzar, James",M
32131,"Almario, Justo",M
32291,"Almeida, Junior",M
32388,"Almenares, Ramón",M
32407,"Almendros, Néstor",M
32439,"Almgren, Kristian",M
32460,Almirante,M
32468,"Almirante, Luigi",M
32496,"Almodovar, Robert",M
32498,"Almodóvar, Agustín",M
32503,"Almodóvar, Pedro",M
32530,"Almond, Danny",M
32557,"Almoney, Keith",M
32561,"Almont, Tony",M
32574,"Almonte, Jose Maria",M
32604,"Almquist, Gregg",M
32684,"Alofs, Edwin",M
32728,"Alomar Jr., Sandy",M
32733,"Alomar, Fabian (I)",M
32760,"Alon, Roy",M
32781,"Alongi, Emanuel",M
32862,"Alonso, Carlo",M
32886,"Alonso, Daniel (I)",M
32971,"Alonso, Johnny",M
33003,"Alonso, Julio (I)",M
33077,"Alonso, Rafael (I)",M
33168,"Alonzo, John A.",M
33226,"Alou, Matty",M
33322,"Alper, Eugene",M
33323,"Alper, Gary",M
33327,"Alper, Murray",M
33360,"Alpert, Arnie",M
33371,"Alpert, David (I)",M
33377,"Alpert, Gregory",M
33519,"Alquist, Jim",M
33656,"Alsop, Craig",M
33679,"Alspaugh, William",M
33708,"Alston, Brian",M
33720,"Alston, Hakim",M
33768,"Alston, William",M
33870,"Altamirano, Pedro",M
33877,"Altamura, John",M
34031,"Alter, Tom",M
34041,"Alterio, Ernesto",M
34044,"Alterio, Héctor",M
34059,"Alterman, Steve",M
34068,"Altes, Steve",M
34096,"Althaus, Urs",M
34263,"Altman, Allen",M
34270,"Altman, Bob (I)",M
34276,"Altman, Bruce",M
34279,"Altman, Charles R.",M
34281,"Altman, Christian",M
34301,"Altman, H.T.",M
34310,"Altman, Jeff (I)",M
34314,"Altman, John (II)",M
34318,"Altman, John Neville Rufus",M
34331,"Altman, Mark A.",M
34337,"Altman, Michael (II)",M
34342,"Altman, Norman",M
34346,"Altman, Philip",M
34348,"Altman, Richard (I)",M
34364,"Altman, Sean (I)",M
34368,"Altman, Stephen (I)",M
34376,"Altman, Walter",M
34420,"Alto, Bobby",M
34464,"Altomare, Ron",M
34493,"Alton, Kenneth",M
34495,"Alton, Leon",M
34533,"Altruda, Joseph L.",M
34551,"Altschuler, Robert",M
34556,"Altshuld, Alan",M
34583,"Altuna, Robert",M
34627,"Alu, Al",M
34630,"Aluanga, Morris",M
34688,"Alva, Baudelio",M
34776,"Alvarado, Daniel (II)",M
34780,"Alvarado, David (I)",M
34793,"Alvarado, Don",M
34804,"Alvarado, Fernando (I)",M
34866,"Alvarado, Nicolás",M
34885,"Alvarado, Robert F.",M
34896,"Alvarado, Sergio Ortega",M
34968,"Alvarez, Abraham",M
35016,"Alvarez, Andy",M
35115,"Alvarez, Everett",M
35146,"Alvarez, George (I)",M
35210,"Alvarez, Joey (I)",M
35240,"Alvarez, Joshua (I)",M
35242,"Alvarez, José (I)",M
35289,"Alvarez, Manny (I)",M
35370,"Alvarez, Rafael (I)",M
35397,"Alvarez, Roberto (I)",M
35526,"Alvear, Pablo (I)",M
35542,"Alver, Eric",M
35644,"Alves, Dharrol",M
35690,"Alves, José (V)",M
35765,"Alves, Ronaldo",M
35811,"Alvey, Jonathan",M
35861,"Alvin, John (I)",M
35865,"Alvin, Martin",M
35963,"Alwi, Syed",M
36014,"Alyn, Kirk",M
36031,"Alza, Walter",M
36034,"Alzado, Lyle",M
36050,"Alzanas, The",M
36164,"Amada, Masuo",M
36204,"Amadeus, Adrian",M
36249,"Amado, Martin",M
36266,"Amador, Andrew",M
36267,"Amador, Antoine",M
36323,"Amador, Ricardo",M
36326,"Amador, Ron (I)",M
36391,"Amakye, Willie",M
36399,"Amalemba, Wally",M
36407,"Amalfitano, Richard",M
36422,"Amalric, Mathieu",M
36435,"Amamoto, Hideyo",M
36485,"Amandes, Tom",M
36490,"Amandola, Vittorio",M
36544,"Amano, Adrián",M
36569,"Amano, Yoshitaka",M
36644,"Amar, Mahana",M
36698,"Amaral, Bob",M
36757,"Amaral, Nestor",M
36839,"Amargo, Henry",M
36862,"Amarilla, Florencio",M
36884,"Amarjeet (I)",M
36934,"Amaro, Richard",M
37007,"Amateau, J.P. (I)",M
37126,"Amatrudo, Ed",M
37136,"Amatullo, Nicolas",M
37137,"Amatullo, Tony",M
37230,"Ambabo, Don",M
37299,"Ambert, Serge",M
37391,"Ambriz, Dennis",M
37392,"Ambriz, Domingo",M
37405,"Ambrogi, Armando",M
37481,"Ambrose, Joe (I)",M
37497,"Ambrose, Mickey",M
37516,"Ambrose, Steve",M
37537,"Ambrosi, Derek",M
37559,"Ambrosini, Philippe",M
37606,"Ambrozy, Bill",M
37644,"Amburgey, Jillian",M
37671,"Ameche, Don",M
37690,"Amedori, John Patrick",M
37736,"Amel, Said",M
37741,"Amelia, Vincenzo",M
37758,"Amelio, Lucio",M
37796,"Amen, Tony",M
37815,"Amendola, Claudio",M
37834,"Amendola, Tony (I)",M
37839,"Amendolia, Don",M
37860,"Ament, Duane",M
37864,"Ament, Jeff",M
37877,"Amenábar, Alejandro",M
37903,"Amer, Nicholas",M
37950,"American In Paris Ballet, The",M
38002,"Amerson, Albert",M
38010,"Amerson, Stephen W.",M
38038,"Ames, Christopher (II)",M
38044,"Ames, Don",M
38056,"Ames, Granville",M
38061,"Ames, Jimmy",M
38071,"Ames, Kenner",M
38074,"Ames, Leon",M
38091,"Ames, Robert (II)",M
38098,"Ames, Steve",M
38163,"Amey, Joseph",M
38269,"Amick, Ryan Paul",M
38281,"Amico, Gianni",M
38286,"Amico, Robert",M
38315,Amidou,M
38326,"Amiel, Jean-Pierre",M
38346,"Amighetti, Samuele",M
38347,"Amigo (II)",M
38501,"Aminian, Ahmed",M
38554,"Amir, Imtiaz",M
38633,"Amirkhan, Jon",M
38637,"Amirkhas, Ramsin",M
38657,"Amis, Danny",M
38690,"Amit, Emmanuel",M
38797,"Ammann, Roger",M
38845,"Ammerman, Dan",M
38885,"Ammon, Sam",M
38891,"Ammons, Christopher Reagan",M
38906,"Ammouch, Ali",M
38949,"Amodea, Ron J.",M
38952,"Amodei, Joseph (I)",M
38963,"Amodeo, Luigi",M
38972,"Amodio, Amedeo",M
39017,"Amon, Henry",M
39039,"Amondson, Nathan",M
39045,"Amoni, Tony",M
39052,"Amonsin, Viraj",M
39068,"Amor Allan, Richard",M
39087,"Amor, Jay",M
39097,"Amor, Martin (I)",M
39108,"Amor, Raouf Ben",M
39128,"Amore, Bobby",M
39357,"Amos, John (I)",M
39362,"Amos, Keith (I)",M
39494,"Amphoux, Michel",M
39497,"Amplas, John",M
39539,"Amram, Guy",M
39575,"Amrich, Daniel E.",M
39583,"Amritraj, Vijay",M
39595,"Amross, Jim",M
39597,"Amru, Kiran",M
39610,"Amsbery, Bill",M
39611,"Amsby, Alan",M
39632,"Amsing, Sean",M
39640,"Amsler, Joe",M
39666,"Amsterdam, Morey",M
39685,"Amstutz, Roland",M
39745,"Amundsen, Tom",M
39777,"Amuwa, Edward",M
39792,"Amy, Peter",M
39804,"Amyot, Marc",M
39873,"An, Ding San",M
39984,"Anagnos, Bill",M
39986,"Anagnos, Philip",M
40059,"Analla, Gordon",M
40226,"Ananins, Michael",M
40228,"Ananishnov, Aleksei",M
40229,"Anannlin, Macky",M
40242,"Ananthakrishnan, Vyas",M
40318,"Anastasi, Joe",M
40327,"Anastasia, Albert",M
40329,"Anastasia, Alvin",M
40360,"Anastasio, Chris",M
40365,"Anastasio, Leo",M
40370,"Anastasio, Trey",M
40430,"Anastos, Ernie",M
40459,"Anawalt, Bruce",M
40518,"Anaya, Yano",M
40541,"Ancar, Max",M
40543,"Ancarola, Rocco",M
40549,"Ancel, Jordan",M
40554,"Ancelin, Cyril",M
40559,"Ancell, Kevin 'Tiny'",M
40562,"Ancelle, Jean-Philippe",M
40602,"Anchisi, Pier Giovanni",M
40666,"Ancona, Joey",M
40755,"Andelin, James",M
40786,"Anderberg, Bertil",M
40826,"Anderly, Adam",M
40843,"Anders, Bill (II)",M
40849,"Anders, Chris (I)",M
40854,"Anders, Dan (I)",M
40865,"Anders, Ed",M
40884,"Anders, Jamie",M
40912,"Anders, Richard",M
40917,"Anders, Rudolph",M
40953,"Andersen, Anders T.",M
41143,"Andersen, Jürgen",M
41313,"Andersen, Scott (I)",M
41410,"Anderson III, Felton",M
41411,"Anderson III, Haskell V.",M
41423,"Anderson Jr., Eugene",M
41428,"Anderson Jr., Michael",M
41435,"Anderson, 'Gangsta' Terrell",M
41448,"Anderson, Adam (I)",M
41458,"Anderson, Adisa",M
41517,"Anderson, Andy (II)",M
41532,"Anderson, Angry",M
41535,"Anderson, Anthony (I)",M
41559,"Anderson, Arthur (II)",M
41578,"Anderson, Axel",M
41579,"Anderson, Azikiwee",M
41592,"Anderson, Bart (I)",M
41594,"Anderson, Beau (I)",M
41613,"Anderson, Benjamin (III)",M
41622,"Anderson, Bill (IV)",M
41639,"Anderson, Bob (III)",M
41681,"Anderson, Brent (I)",M
41732,"Anderson, Buddy",M
41747,"Anderson, Cameron (II)",M
41754,"Anderson, Carl (II)",M
41853,"Anderson, Clarence 'Buzz'",M
41854,"Anderson, Clark (II)",M
41856,"Anderson, Claude",M
41862,"Anderson, Cletus",M
41870,"Anderson, Clive (II)",M
41871,"Anderson, Clive (III)",M
41896,"Anderson, Craig (V)",M
41939,"Anderson, Daniel (I)",M
41960,"Anderson, Darius",M
41966,"Anderson, Daryl (I)",M
41967,"Anderson, Daryl (II)",M
41973,"Anderson, Dave (V)",M
41986,"Anderson, Dave (XXXI)",M
41989,"Anderson, David (I)",M
42043,"Anderson, Deke",M
42044,"Anderson, Del",M
42050,"Anderson, Dennis (II)",M
42071,"Anderson, Devon (I)",M
42079,"Anderson, Dion (I)",M
42081,"Anderson, Don (I)",M
42114,"Anderson, Doyle",M
42138,"Anderson, Ed (V)",M
42141,"Anderson, Eddie 'Rochester'",M
42168,"Anderson, Eric (IV)",M
42204,"Anderson, Eric Chase",M
42207,"Anderson, Erich (I)",M
42225,"Anderson, Ernest (I)",M
42227,"Anderson, Ernest (III)",M
42229,"Anderson, Ernie (I)",M
42247,"Anderson, Floyd (II)",M
42303,"Anderson, George (I)",M
42305,"Anderson, George (IV)",M
42353,"Anderson, Greg (III)",M
42379,"Anderson, Gregory W.",M
42391,"Anderson, Harry (II)",M
42398,"Anderson, Herbert",M
42401,"Anderson, Hillyard",M
42421,"Anderson, Ian (IV)",M
42450,"Anderson, J. Todd",M
42453,"Anderson, J.J.",M
42487,"Anderson, James (I)",M
42540,"Anderson, Jason (II)",M
42566,"Anderson, Jeff (I)",M
42567,"Anderson, Jeff (V)",M
42570,"Anderson, Jeff (XII)",M
42584,"Anderson, Jeff Scott",M
42585,"Anderson, Jeffrey (I)",M
42604,"Anderson, Jerrold",M
42613,"Anderson, Jerry E.",M
42638,"Anderson, Jimmy (II)",M
42664,"Anderson, John (I)",M
42711,"Anderson, John K.",M
42738,"Anderson, Joseph (I)",M
42799,"Anderson, Keith (IV)",M
42828,"Anderson, Kenneth (I)",M
42850,"Anderson, Kevin (I)",M
42883,"Anderson, Kort",M
42894,"Anderson, Kryss",M
42925,"Anderson, Larry (I)",M
42978,"Anderson, Lindsay (I)",M
42986,"Anderson, Louie (I)",M
43000,"Anderson, M. Cochise",M
43008,"Anderson, Marcus (I)",M
43036,"Anderson, Mark Allen",M
43093,"Anderson, Matthew R.",M
43146,"Anderson, Michael (XXXIV)",M
43152,"Anderson, Michael Everett",M
43153,"Anderson, Michael J.",M
43189,"Anderson, Miles (I)",M
43198,"Anderson, Mitchell (I)",M
43206,"Anderson, Myles",M
43211,"Anderson, Nathan (I)",M
43251,"Anderson, Nynno",M
43283,"Anderson, Paul (XIV)",M
43316,"Anderson, Peter (I)",M
43385,"Anderson, Ric",M
43386,"Anderson, Richard (I)",M
43397,"Anderson, Richard Dean",M
43409,"Anderson, Rick (VIII)",M
43413,"Anderson, Ricky (I)",M
43418,"Anderson, Rico E.",M
43430,"Anderson, Robby (I)",M
43433,"Anderson, Robert (IV)",M
43442,"Anderson, Robert (V)",M
43449,"Anderson, Robert (XVII)",M
43456,"Anderson, Robert A.",M
43458,"Anderson, Robert J.",M
43495,"Anderson, Ross (I)",M
43497,"Anderson, Ross (III)",M
43522,"Anderson, Ryan (I)",M
43537,"Anderson, S. Newton",M
43544,"Anderson, Sam (I)",M
43565,"Anderson, Scott (I)",M
43591,"Anderson, Scott G.",M
43629,"Anderson, Simon (I)",M
43643,"Anderson, Stanley",M
43683,"Anderson, Steven (II)",M
43686,"Anderson, Steven (V)",M
43709,"Anderson, Sugarfoot",M
43721,"Anderson, Taylor (I)",M
43722,"Anderson, Taylor (II)",M
43723,"Anderson, Taylor (III)",M
43744,"Anderson, Thomas (II)",M
43764,"Anderson, Timothy (II)",M
43776,"Anderson, Todd (I)",M
43785,"Anderson, Todd Robert",M
43808,"Anderson, Tommy (I)",M
43816,"Anderson, Tracy (I)",M
43852,"Anderson, Vass",M
43874,"Anderson, Warner",M
43935,"Anderson-Gunter, Jeffrey",M
43945,"Andersons, Mar",M
44072,"Andersson, Håkan",M
44129,"Andersson, Kris",M
44149,"Andersson, Magnus (I)",M
44303,"Anderton, Chris",M
44338,"Andes, Keith",M
44478,"Andolini, Michael (I)",M
44482,"Andon, Kurt",M
44511,"Andorai, Péter",M
44517,"Andosca, Rick",M
44547,"Andrada, Paulino",M
44580,"Andrade, Billy",M
44586,"Andrade, Carlos (I)",M
44615,"Andrade, Eduardo N.T.",M
44643,"Andrade, Jack",M
44648,"Andrade, John Mark",M
44723,"Andrade, Ray (I)",M
44733,"Andrade, Roberto (I)",M
44788,"Andrau, Frédéric",M
44819,"Andre, Charles (I)",M
44820,"Andre, Charles (II)",M
44911,"Andrea, Tony",M
44963,"Andreas, Casper",M
44968,"Andreas, Dimitri",M
44988,"Andreas, Luke",M
45002,"Andreasen, Brian",M
45089,"Andreen, Steve",M
45146,"Andrei, Damir",M
45177,"Andreiuci, Freddy",M
45187,"Andrejevic, Kosta",M
45218,"Andreoli, Pao Pei",M
45228,"Andreone, Matteo",M
45263,"Andreozzi, Jack",M
45275,"Andres, Bill (I)",M
45382,"Andress, Collier",M
45440,"Andreu, Simón",M
45470,"Andrew (XXI)",M
45511,"Andrew, Iain",M
45529,"Andrew, Kevin (I)",M
45557,"Andrew, Nicholas",M
45586,"Andrew, Sean (I)",M
45617,"Andrews, A. Russell",M
45634,"Andrews, Andy (I)",M
45641,"Andrews, Anthony (I)",M
45647,"Andrews, Barry (I)",M
45656,"Andrews, Benjamin (I)",M
45677,"Andrews, Brian (I)",M
45685,"Andrews, Brian Jay",M
45751,"Andrews, Dana (I)",M
45764,"Andrews, David (I)",M
45800,"Andrews, Edward (I)",M
45849,"Andrews, Giuseppe",M
45859,"Andrews, Harry",M
45879,"Andrews, James (I)",M
45890,"Andrews, Jason (I)",M
45898,"Andrews, Jeffrey (I)",M
45903,"Andrews, Jim (II)",M
45936,"Andrews, Jose",M
45938,"Andrews, Joseph Williams",M
45982,"Andrews, Mac",M
45989,"Andrews, Mark (II)",M
45992,"Andrews, Mark (V)",M
46012,"Andrews, Matt (I)",M
46055,"Andrews, Naveen",M
46079,"Andrews, Patrick (II)",M
46152,"Andrews, Réal",M
46169,"Andrews, Shawn (I)",M
46176,"Andrews, Stanley (I)",M
46177,"Andrews, Stephen (I)",M
46207,"Andrews, Tige",M
46212,"Andrews, Tod (I)",M
46225,"Andrews, Tubby",M
46314,"Andriani, Oscar",M
46338,"Andric, Branko",M
46359,"Andrick, Virl",M
46412,"Andrieux, Luc",M
46453,"Andriole, David",M
46473,"Andris, Martin",M
46532,"Andronica, James",M
46536,"Andronico, Livio",M
46587,"Andrucci, Fred",M
46728,"André the Giant",M
46753,"André, E.J.",M
46760,"André, François (I)",M
46790,"André, Max (I)",M
46796,"André, Michel (II)",M
46843,"Andréi, Frédéric",M
46853,"Andréoni, Marc",M
46860,"Andrés López, Ángel de",M
46993,Andy-John,M
47027,"Andújar, Jordi",M
47032,"Anee, Constant",M
47060,"Anelli, Antonio",M
47071,"Anello, Frank",M
47072,"Anello, Gary",M
47075,"Anello, Ron",M
47129,"Anfinsen, Tom",M
47194,"Angarano, Michael",M
47200,"Angarita, Mauricio",M
47203,"Angarola, Richard",M
47214,"Angel (LXVII)",M
47255,"Angel, Chris (I)",M
47277,"Angel, Eddie (I)",M
47285,"Angel, Frank",M
47291,"Angel, Jack (I)",M
47443,"Angeles, Jack (I)",M
47491,"Angeli, Fabrizio",M
47513,"Angelica, George",M
47580,"Angelini-Rota, Camillo",M
47585,"Angelino, Joel",M
47597,"Angelis, Paul",M
47634,"Angell, Vincent",M
47688,"Angelo, Dom",M
47717,"Angelo, Michael (I)",M
47742,"Angelo, Paul",M
47760,"Angelo, Tony (I)",M
47781,"Angeloni, Gianni",M
47888,"Angels, The (II)",M
47912,"Angelvi, Thierry",M
47917,"Angely, Michel",M
47919,Angelín,M
47944,"Anger, Mark",M
48007,"Anghel, Christopher",M
48015,"Anghel, Nicholas",M
48039,"Angileri, Enzo",M
48052,"Angiolini, Steven",M
48094,"Anglade, Jean-Hugues",M
48112,"Angle, Jared",M
48138,"Anglin, Brian",M
48182,"Angona, Ray",M
48201,"Angotti, Nick",M
48226,"Angrisano, Franco",M
48334,"Angulo, Álex",M
48350,"Angus, Colin (I)",M
48356,"Angus, Forbes",M
48373,"Angus, Stephen",M
48375,"Angus, Terry",M
48410,"Anh, Le Cong Tuan",M
48417,"Anh, Vo Trung",M
48420,"Anhalt, Edward",M
48427,"Anholt, Christien",M
48454,"Anicelli, Pete",M
48486,"Anido, Javier",M
48617,"Anisko, Eddie",M
48641,"Anitzberger, Thomas",M
48700,"Anka, Paul",M
48729,"Anker, Jack",M
48750,"Ankermann, Martin",M
48788,"Ankowitsch, Christian",M
48805,"Ankrum, David",M
48807,"Ankrum, Morris",M
48810,"Ankulov, Todory",M
48870,"Annabi, Noureddine",M
48901,"Annamalai, Satchu",M
48910,"Annan, Jotham",M
48938,"Annas, Kent",M
48996,"Annese, Maurie",M
49026,"Anniballi, Francesco",M
49028,Anniboldi,M
49094,"Annuale, Armando",M
49124,"Ano, Jack",M
49131,"Anoai, Afa",M
49135,"Anoai, Rodney",M
49302,"Ansara, Michael",M
49307,"Ansari, Ahmad",M
49357,"Ansberry, Tom",M
49375,"Anscombe, Mike (I)",M
49399,"Ansell, Bernard",M
49422,"Anselm, Axel",M
49460,"Anselmo, Paul",M
49465,"Anselmo, Robert M.",M
49468,"Anselmo, Tony",M
49517,"Ansley, Zachary",M
49529,Anson,M
49577,"Anstaett, Gary",M
49620,Ant,M
49622,"Ant, Adam",M
49749,"Antell, Pete",M
49782,"Antes, Jerry",M
49813,"Anthoff, Gerd",M
49893,"Anthony, Agustin",M
49920,"Anthony, Bill (I)",M
49942,"Anthony, Brian (II)",M
49947,"Anthony, Bryan (I)",M
49954,"Anthony, Carl (I)",M
49955,"Anthony, Carl (II)",M
50005,"Anthony, Dave (IV)",M
50011,"Anthony, David (II)",M
50031,"Anthony, Derek (I)",M
50058,"Anthony, Eric (II)",M
50062,"Anthony, Eugene J.",M
50077,"Anthony, Gerald",M
50083,"Anthony, Greg (II)",M
50088,"Anthony, Harold",M
50101,"Anthony, Jack (II)",M
50150,"Anthony, Johnny Ray",M
50196,"Anthony, Lee (I)",M
50216,"Anthony, Marc (I)",M
50231,"Anthony, Mark (IV)",M
50312,"Anthony, Paul (I)",M
50343,"Anthony, Reed",M
50348,"Anthony, Richard (I)",M
50376,"Anthony, Roger (II)",M
50461,"Anthony, Victor",M
50488,"Anthopoulos, Alexis",M
50535,"Antico, Pete",M
50592,"Antin, Steve",M
50657,"Antle, Bhagavan",M
50666,"Antley, Chris (I)",M
50700,"Antoine, Benz",M
50716,"Antoine, Geoffrey",M
50906,"Antona, Marc",M
50979,"Antonelli, Ennio",M
50998,"Antonelli, Roberto",M
51025,"Antoni, George",M
51031,"Antoni, Maurice",M
51092,"Antonijevic, Predrag",M
51132,"Antonino, Larry",M
51168,"Antonio Gades, Compañía",M
51202,"Antonio, Emidio",M
51206,"Antonio, Fernando",M
51216,"Antonio, Jim",M
51232,"Antonio, José (V)",M
51249,"Antonio, Lou",M
51346,"Antoniou, Fiv",M
51387,"Antoniuk, Mark (I)",M
51427,"Antonov, Aleksandr (I)",M
51503,"Antonucci, Christopher 'Critter'",M
51520,"Antonucci, Vittorio",M
51526,"Antonutti, Omero",M
51542,"Antony, John",M
51634,"Antrim, Harry",M
51639,"Antrim, Paul",M
51644,"Antrobus, David",M
51742,"Antunes, Nuno (I)",M
51749,"Antunes, Sidney",M
51768,"Antuofermo, Vito",M
51914,"Anuff, Joey",M
51977,"Anvar, Cas",M
52028,"Anwar, Rafiq",M
52103,"Anzaldo III, Sebastian",M
52115,"Anzalone, Eric",M
52137,"Anzell, Hy",M
52147,"Anzenhofer, Thomas",M
52157,"Anzilotti, Perry",M
52177,"Anzuelo, David",M
52516,"Apap, Gilles",M
52517,"Apap, Jean Marc",M
52588,"Aparis, Alain",M
52596,"Aparo, Joe",M
52637,"Apel, Robert",M
52669,"Aperghis, Georges",M
52725,"Apiata, Manuel",M
52735,"Apicella, John",M
52770,"Apisa, Pete",M
52771,"Apisa, Robert",M
52800,"Aplon, Boris",M
52807,"Apo-Tsang, Karma",M
52911,"Apone, Allan A.",M
52947,"Aponte, Jose",M
53039,"Apostolina, Stephen",M
53113,"Apparcel, Greg (I)",M
53164,"Appel, Marty",M
53168,"Appel, Peter",M
53173,"Appel, Sam",M
53184,"Appel, Travis (I)",M
53277,"Appiah, Edward",M
53288,"Appiano, Peter",M
53302,"Apple, Alan",M
53326,"Applebaum, Bill (I)",M
53384,"Appleby, Matt (I)",M
53386,"Appleby, Mike",M
53387,"Appleby, Noel",M
53393,"Appleby, Peter (I)",M
53429,"Applegate, Fred (I)",M
53433,"Applegate, Jeremy",M
53444,"Applegate, Rick",M
53448,"Applegate, Royce D.",M
53481,"Appleton, Bev",M
53488,"Appleton, Cyril",M
53490,"Appleton, Dudi",M
53511,"Appleton, Philip",M
53539,"Applewhite, Marshall",M
53562,"Appling, Harry",M
53569,"Appling, Russell",M
53592,"Apps, Edwin",M
53623,"Aprea, John",M
53682,"Apte, Vinay",M
53753,"Aqino, Wayne",M
53763,"Aquarian, Aesop",M
53820,"Aquilino, Frank",M
53835,"Aquilon, Raymond",M
53913,"Aquino, John (I)",M
53992,"Ara, Ilir",M
54123,"Arafat, Yasser",M
54127,"Arafuka, Takayuki",M
54151,"Aragon, Art",M
54171,"Aragon, Frank",M
54173,"Aragon, François",M
54247,"Araguetes, Paco",M
54268,"Aragón, Adrián",M
54304,"Arahanga, Julian",M
54390,"Araiza, Armando",M
54396,"Araiza, Gus",M
54442,"Arakawa, Tarô",M
54602,"Arana, Hugo",M
54625,"Arana, Tomas",M
54633,"Aranas, Raul",M
54641,"Arance, William L.",M
54658,"Arancio, Lawrence",M
54720,"Aranda, Rene",M
54748,"Araneda, Jorge",M
54787,"Arango, Iván",M
54791,"Arango, José Rafael",M
54815,"Aranguiz, Manuel",M
54820,"Aranguren, Johnny",M
54829,"Aranha, Ray",M
54871,"Arantes, Rômulo",M
54876,"Aranui, Jason",M
54920,"Araque, José Orlando",M
55055,"Arata, Michael",M
55074,"Arau, Alfonso",M
55404,"Arbatt, Alexandre",M
55409,"Arbaugh, Jeffrey",M
55420,"Arbeitman, Quin",M
55421,"Arbeix, Gérard",M
55453,"Arber, Fabio M.",M
55471,"Arbez, Nicholas",M
55497,"Arbitelle, Rich",M
55512,"Arbogast, Bob",M
55547,"Arbona, Gilles",M
55584,"Arbright, T. Lockwood",M
55604,"Arbuckle, Roscoe 'Fatty'",M
55620,"Arbus, Allan",M
55671,"Arcalli, Franco",M
